SMILES,pIC50
COc1ccc(CNCc2cccc(CCNCC(O)c3ccc(O)c4nc(O)sc34)c2)cc1,6.1
COc1ccccc1N1CCN(CCCN2CCCc3ccccc3C2=O)CC1,6.1
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccccc3C(F)(F)F)C2)n1C,6.1
Cc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2ccc(C(F)(F)F)cc2)n1C)CC3,6.1
COCCNCc1cccc(CCNCC(O)c2ccc(O)c3nc(O)sc23)c1,6.1
CCCN1CCOC2c3cc(C#N)ccc3CCC21,6.1
Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(Br)cc5)C4)n3C)cccc2n1,6.1
Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc(-c6ncc(C)o6)cc5CC4)n3C)cccc2n1,6.1
Cc1ccc2c(N3CCN(CCc4cccc(N5CCOC5=O)c4)CC3)cccc2n1,6.1
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C(C)(F)F)oc6cc5CC4)n3C)cccc2n1,6.1
Cc1cccc2c(CCNCc3ccc(CCNCC(O)c4ccc(O)c5[nH]c(=O)sc45)cc3)c[nH]c12,6.1
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ocnc4C)n2C)CC3)n(C)n1,6.1
CCN(CC)CCCOc1ccc(-c2nc3ccccc3n2CC=CCn2c(-c3ccc(OCCCN4CCN(c5ccccc5)CC4)cc3)nc3ccccc32)cc1,6.1
O=C1N(CCN2Cc3ccccc3C2)CCN1Cc1cc(Cl)ccc1Cl,6.1
Cc1ncoc1-c1nnc(SCCCN2CCc3cc4nc(C(C)C)oc4cc3CC2)n1C,6.1
Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc6oc(C(F)(F)F)nc6c5CC4)n3C)cccc2n1,6.1
Cc1ccc2c(-c3nnc(SCCCCN4CCc5cc6nc(C)oc6c(Br)c5CC4)n3C)cccc2n1,6.1
CCCN1CCC(c2coc3ccccc23)CC1,6.1
Clc1ccc(N2CCN(CCc3cc4cccnc4[nH]3)CC2)cc1,6.1
CCc1noc2cc3c(cc12)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,6.1
Cc1ccc2c(-c3nnc(SCCN4CCc5cc6nc(C(F)(F)F)oc6c(Br)c5CC4)n3C)cccc2n1,6.1
COC(=O)c1ccc(-c2nc3ccccc3n2Cc2ccc(Cl)cc2)cc1,6.1
Oc1nc2c(O)ccc(C(O)CNCCc3ccccc3CNCCc3ccccc3F)c2s1,6.1
Oc1nc2c(O)ccc(C(O)CNCCCOCCOCCc3ccccc3)c2s1,6.1
Cc1ccc2c(-c3nnc(SCCN4CCc5cc6nc(C)oc6cc5CC4)n3C)cccc2n1,6.1
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C)sc6cc5CC4)n3C)cccc2n1,6.1
COc1ccc(Br)cc1-c1nc(CN2CCN(Cc3ccccc3)CC2)co1,6.1
COc1ccccc1CCNCc1cccc(CCNCC(O)c2ccc(O)c3nc(O)sc23)c1,6.1
O=S(=O)(Nc1ccc2c(c1)CCN(Cc1ccn[nH]1)CC2)c1ccc(-c2ccccn2)s1,6.1
Oc1nc2c(O)ccc(C(O)CNCC=S(O)(O)=CCCNCCc3cccc(Cl)c3)c2s1,6.1
Cn1c(CN2CCC(c3ncc(C(F)(F)F)cc3Cl)CC2)nc2ccccc21,6.1
N#Cc1cc(N2CCN(CCN3Cc4ccccc4C3)C2=O)ccc1F,6.1
Cc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2ccc(F)c(F)c2)n1C)CC3,6.1
Cc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2cccnc2)n1C)CC3,6.1
CN(C)C(=O)c1ccc(CSc2nc3ccccc3n2Cc2ccc(Cl)cc2)cc1,6.1
Nc1nc2cc3c(cc2s1)CCN(CCO)CC3,6.1
Oc1nc2c(O)ccc(C(O)CNCCSCCCNCCc3cccc(Cl)c3)c2s1,6.1
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3Br)c3ccccc32)CC1,6.10127
O=S(=O)(c1cccc(F)c1)C1(F)CCN(CCc2ccc(F)cc2F)CC1,6.10182
COc1cccc(C(=O)NCCCCN2CCN(c3nccc4ccccc34)CC2)c1,6.11
Fc1cccc2c1CCC(NCc1ccccc1)C2,6.11
CCCN1CCOC2c3cc4c(cc3CCC21)CCNC4=O,6.11
CN(CCC(=O)N1CCN(c2ccc(F)c(F)c2)CC1)CCC1c2ccccc2-c2ccccc21,6.11
O=C(NCCCCN(CCCN1CCN(c2ccccc2)CC1)C1CCc2ccc(O)cc2C1)c1ccccc1,6.11
Cc1ccc2c(c1)OC(=O)C1CN(Cc3ccccc3)CC=C21,6.11
O=C(Cc1ccccc1)Nc1cccc(C2CCN(CCCC(=O)c3ccc(Cl)cc3)CC2)c1,6.11
O=C(NCCCN1CCN(c2ccccc2)CC1)c1cccc2c1-c1ccccc1C2=O,6.11
CC(C1CC1)N1CCC(C2CCc3ccccc3C2=O)CC1,6.11
CCCCCCCCCC(=O)N1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21,6.11014
Oc1c2ccccc2cn1CCCCN1CCN(c2ccc(Cl)cc2)CC1,6.12
CN1CCc2cc(Cl)c(O)cc2C2c3cccc(-c4ccncc4)c3CCC21,6.12
Fc1ccc(SCCCN2CCCN(c3ccc(Cl)cc3)CC2)cc1,6.12
COc1cc(CN2CCN(c3ccc(Cl)cc3)CC2)c(OCCF)cc1OC,6.12
c1ccc(C2CC2CN2CCN(c3ncccn3)CC2)cc1,6.12
CCCN(CCC)C1COc2c(cccc2-c2ccc(C(F)(F)F)cc2)C1,6.12
COc1ccccc1N1CCN(CCC(=O)NC2CCc3c(cccc3OC)C2)CC1,6.12
COc1ccc(N2CCN(CC3CC3c3ccccc3)CC2)cc1,6.12
CN(C)CCc1cccc2c1cc(C(=O)c1ccccc1)n2S(=O)(=O)c1ccccc1,6.12
CCc1ccc(CN2CCN(CC(=O)N3c4ccccc4CC3C)CC2)cc1,6.12
CN1CCN(C2=Nc3ccccc3N(NC(=O)c3cc(F)c(F)c(F)c3F)c3ccc(Cl)cc32)CC1,6.12
Fc1ccc(CCN2CCC3(CCc4ccccc4O3)CC2)c(F)c1,6.12
CCCN1CCOC2c3cc(C(N)=O)ccc3CCC21,6.12
COc1ccccc1N1CCN(Cc2cn(CCOCCF)nn2)CC1,6.12494
CC1Cc2ccccc2N1C(=O)CN1CCN(Cc2cccc(Cl)c2)CC1,6.13
COc1ccc(CC(C)CN2CC3CCCCC3C(C(=O)N3CCN(c4ccc(F)c(F)c4)CC3)C2)cn1,6.13
CC(C)(C)OC(=O)NC1CCC(CCN2CCc3ccccc3C2)CC1,6.13
Cn1c(N2CCOCC2)nc2c(CN3CCN(c4ccccc4)CC3)c[nH]c2c1=O,6.13668
O=S(=O)(NC1CCN(CCOc2cccc(F)c2)C1)c1cccs1,6.14
COc1ccccc1N1CCN(CCCCc2cc(-c3cccs3)no2)CC1,6.14
Cn1c(N2CCOCC2)nc2c(CN3CCN(c4ccccc4)CC3)cnc-2c1O,6.14
O=C(c1ccc(F)cc1)C1CCN(CCC2CCc3occc3C2=O)CC1,6.14
Oc1nc2cccc(OCC3CCN(CCC4CCc5[nH]c6ccc(F)cc6c5C4)CC3)c2o1,6.14
CC=C1c2ccccc2C=C(N2CCN(C)CC2)c2ccccc21,6.14
COc1ccccc1N1CCN(CCCCCC(=O)N2Cc3ccccc3C2)CC1,6.14
CS(=O)(=O)Oc1ccc(CNC(=O)CCCCCN2CCN(c3ccccc3-c3ccccc3)CC2)cc1,6.14086
c1ccc(C2=NC(CN3CCN(c4ccccc4)CC3)CS2)cc1,6.14267
O=C1CC2(CCCC2)CC(=O)N1CCN1CCN(c2cc(F)c(F)cc2F)CC1,6.15
COc1c(C(=O)NCCN2CCN(c3cccc(Cl)c3)CC2)cc(Br)c2ccccc12,6.15
CN1CCc2cc(Br)c(O)cc2C(c2ccc(Nc3ccc([N+](=O)[O-])c4nonc34)cc2)C1,6.15
Cc1ccc(CN2CCN(CC(=O)N3c4ccccc4CC3C)CC2)cc1F,6.15
Clc1ccc(N2CCN(Cc3cn4nc(N5CCCCC5)ccc4n3)CC2)cc1Cl,6.15
CCN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3Cl)c3ccccc32)CC1,6.15
CCCc1cc2c(s1)CNC1CCc3cc(O)c(O)cc3C21,6.15
Fc1ccc(CCN2CCC3(CCc4c(F)cccc4O3)CC2)c(F)c1,6.15
Clc1ccc(-c2cc(C3CCN(Cc4ccccc4Cl)CC3)[nH]n2)cc1,6.15
CCN1C(=O)c2ccccc2Sc2ccc(C(=O)NCc3ccc(OC)cc3)cc21,6.15181
CCCN1C(=O)c2ccccc2S(=O)c2ccc(C(=O)NCc3ccc(OC)cc3)cc21,6.15181
CCN1C(=O)c2ccccc2S(=O)c2ccc(NC(=O)Cc3ccc(OC)cc3)cc21,6.1521
O=C(NCCCCN1CCC(N(Cc2ccccc2)c2ccccc2)CC1)c1ccc2ccccc2c1,6.15304
O=C(Nc1ccc2[nH]cc(C3CCN(CCCCCCCN4CCC(c5c[nH]c6ccc(NC(=O)c7ccc(F)cc7)cc56)CC4)CC3)c2c1)c1ccc(F)cc1,6.1549
c1ccc(CCN2CCC3(CCc4c3n[nH]c4-c3ccccc3)CC2)cc1,6.16
CCCCNC1CCc2c(cccc2OC)C1,6.16
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,6.16
CC(C)=C1c2ccc(Cl)cc2C=C(N2CCN(C)CC2)c2ccccc21,6.16
COc1ccc(C2CCN(Cc3ccc4c(c3)NC(=O)CO4)CC2)cc1,6.16
O=C(CN1CCN(Cc2ccc(Cl)cc2)CC1)N1CCc2ccccc21,6.16115
N#Cc1ccccc1S(=O)(=O)C1CCN(CCc2ccc(F)cc2F)CC1,6.17
COc1ccc(CN2CCN(CC(=O)N3c4ccccc4CC3C)CC2)cc1,6.17
COc1ccccc1N1CCNCC1,6.17
O=C(CCCCCN1CCN(c2ccccc2[N+](=O)[O-])CC1)NC1CCCc2ccccc21,6.17
CN1C2CCC1CC(OC1c3ccccc3Cc3ccccc31)C2,6.17
COc1cccc(C(=O)NCCCCN2CCN(c3ccccc3OC)CC2)c1,6.17
[C]#CC1=CCC(N(CCC)CCCCn2cc(-c3ccc(-c4ccccc4)cc3)nn2)CC1,6.17393
Clc1ccc(CN2CC=C(c3nc4ccccc4[nH]3)CC2)cc1,6.17393
Clc1ccc2nc(CN3CCN(c4ccc(Cl)c(Cl)c4)CC3)cn2n1,6.17393
CC(=CCN1CCN(c2cc(C(F)(F)F)nc(C(C)(C)C)n2)CC1)CN1C(=O)CCc2ccccc21,6.17457
COc1ccc2c(c1OC)OC(=O)C1CN(Cc3ccccc3)CC=C21,6.18
O=C(NCCCCN1CCCN(C(c2ccccc2)c2ccccc2)CC1)c1cccs1,6.18
CNCCCC12CCC(c3ccccc31)c1ccccc12,6.18
N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,6.18
CCCN1CCN(c2cccc(S(C)(=O)=O)c2)CC1,6.18
CN1CCN2c3cccc4[nH]cc(c34)CC2C1,6.18046
NC(=O)c1cccc(S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2)c1,6.19
Nc1ccc2c(c1)C(O)C(CCN1CCC(C(=O)c3ccc(F)cc3O)CC1)CC2,6.19
Cc1cc(C2CCN(Cc3ccccc3)CC2)[nH]n1,6.19
c1ccc(CN2CCC3(CCCc4ccccc43)CC2)cc1,6.19
CC(=O)c1sc(NC(=O)NC2CN(C(C)=O)CCC2CN2CCCC(Cc3ccc(F)cc3)C2)nc1C,6.19
CC1c2ccccc2C=C(C2=CCN(C)CC2)c2ccccc21,6.19
O=C(C=Cc1ccccc1)NCCCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,6.19
Cc1sc(C)c2c1CCCc1cn(C)nc1-2,6.19
Fc1ccc(CCN2CCC3(C=Cc4cc(F)ccc4O3)CC2)c(F)c1,6.19
CCCN(CCN1CCN(c2ccccc2)CC1)C1CCc2cc(O)ccc2C1,6.19
O=C1COc2ccccc2N1CCCN1CCC(n2c(O)nc3ncccc32)CC1,6.19
CC(C)(C)c1nc(N2CCN(CCCCn3cc(C(F)(F)F)c(=O)[nH]c3=O)CC2)cc(C(F)(F)F)n1,6.19
CN1CCN(C2=Nc3cc(Cl)ccc3N(N)c3ccccc32)CC1,6.19
O=C1C(c2ccccc2)=COC12CCN(CC1CCCCC1)CC2,6.19
COc1ccc2c(c1)CC(NC(=O)CCN1CCN(c3ccccc3OC)CC1)CC2,6.19
O=C(CCCCN1CCC(c2ccccc2)CC1)c1nc2ccccc2s1,6.19246
c1ccc2c(c1)CCN(Cc1c[nH]c3ncccc13)C2,6.19382
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(N7CCCCC7)oc6cc5CC4)n3C)cccc2n1,6.2
CN(CCN1CCN(c2ccc(F)cc2)C1=O)CC12CCC(CC1)C2(C)C,6.2
Cc1cnc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccc5[nH]ccc5c4)n2C)CC3)o1,6.2
Cc1ncoc1-c1nnc(SCCCN2CCc3cc4nc(C(F)(F)C(F)(F)F)oc4cc3CC2)n1C,6.2
COc1ccccc1N1CCN(C2CC3CC(N4CCN(c5ccccc5OC)CC4)CC3C2)CC1,6.2
Cc1ncoc1-c1nnc(SCCCN2CCc3cc4nc(C5CC5)oc4cc3CC2)n1C,6.2
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccc(F)c(F)c4)n2C)CC3)n(C)n1,6.2
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C)oc6c(Br)c5CC4)n3C)cccc2n1,6.2
CCc1nc2cc3c(c(C)c2o1)CCN(CCCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,6.2
Cc1cnc(-c2nnc(SCCN3CCc4ccc(-c5cc(C)nn5C)cc4CC3)n2C)cn1,6.2
CCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2cccnc2)n1C)CC3,6.2
O=C(NCCCCN1CCCN(C(c2ccccc2)c2ccccc2)CC1)c1cc2ccccc2s1,6.2
Cc1ncoc1-c1nnc(SCCCN2CCc3cc4nc(CC5CC5)oc4cc3CC2)n1C,6.2
Cc1ccccc1N1CCN(CCN2CCCCCC2)C1=O,6.2
COc1ccccc1CCNCc1ccc(CCNCC(O)c2ccc(O)c3nc(O)sc23)cc1,6.2
Cc1cc(-c2ccc3c(c2)CCN(CCSc2nnc(-c4ccc(F)c(F)c4)n2C)CC3)n(C)n1,6.2
CC(C)(C)c1ccc(N2CCN(CCN3Cc4ccccc4C3)C2=O)cc1,6.2
O=c1n(CCCN2CCCCCC2)ccn1-c1cccc(Cl)c1,6.2
COCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,6.2
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C(C)C)n2C)CC3)no1,6.2
Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CCN(C)C1,6.2
Oc1nc2c(O)ccc(C(O)CNCCc3cccc(CNCCc4ccccc4Cl)c3)c2s1,6.2
Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(C(F)(F)F)cc5)C4)n3C)cccc2n1,6.2
COc1ccc(Br)cc1-c1nc(CNC2CCN(Cc3ccccc3)CC2)co1,6.2
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(CC7CC7)oc6cc5CC4)n3C)cccc2n1,6.2
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C(F)(F)F)oc6cc5CC4)n3C)cccc2n1,6.2
O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2ncncc21,6.2
Fc1ccc(C(OC2CC3CCC(C2)N3Cc2ccc(Cl)c(Cl)c2)c2ccc(F)cc2)cc1,6.2
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C7CC7)oc6cc5CC4)n3C)cccc2n1,6.2
Fc1ccc(OCCCN2CCN(c3ncccn3)CC2)cc1,6.2
CCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2ccc(C(F)(F)F)cc2)n1C)CC3,6.2
O=C1N(CCN2CCCCCC2)CCN1c1ccncc1,6.2
Cc1nc2cc3c(cc2o1)CCN(CCCCSc1nnc(-c2ocnc2C)n1C)CC3,6.2
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6onc(C)c6cc5CC4)n3C)cccc2n1,6.2
Cc1ccc2c(-c3nnc(SCCN4CCc5ccc(-c6cc(C)nn6C)cc5CC4)n3C)cccc2n1,6.2
CCCN1CCOC2c3ccsc3CCC21,6.2
Cc1ccc(-c2nnc(SCCCN3CC4CC4(c4ccc(C(F)(F)F)cc4)C3)n2C)cn1,6.2
OS(=CCCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,6.2
CC(C)Oc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(Cc2ccn[nH]2)CC3)cc1,6.2
O=C1N(CC2CCNCC2)CCN1c1cccc(Cl)c1,6.2
C=CCN1CCc2cc(Br)c(O)cc2C(c2ccccc2)C1,6.2
Oc1nc2c(O)ccc(C(O)CNCCc3cccc(CNCc4ccccc4F)c3)c2s1,6.2
O=C1N(CC2CCCNC2)CCN1c1cccc(Cl)c1,6.2
Cc1ccc2c(-c3nnc(SCCCCN4CCc5cc6nc(C(F)(F)F)oc6c(C)c5CC4)n3C)cccc2n1,6.2
Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc6oc(C)nc6c5CC4)n3C)cccc2n1,6.2
Cc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)c(F)c1,6.2
Oc1nc2c(O)ccc(C(O)CNCCCSCCCOCCc3ccccc3)c2s1,6.2
O=S(=O)(Nc1ccc2c(c1)CCN(Cc1ccn[nH]1)CC2)c1ccc(-c2ccccc2)cc1,6.2
CCCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,6.2
Cc1ccc2c(c1)C(N1CCN(CCc3ccccc3)CC1)=Nc1cccnc1N2,6.2
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(CC(F)(F)F)oc6cc5CC4)n3C)cccc2n1,6.2
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C(C)(C)C)oc6c(Br)c5CC4)n3C)cccc2n1,6.2
CCc1nc2cc3c(c(Br)c2o1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,6.2
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3cccnc3Cl)c3ccccc32)CC1,6.20066
Cc1ccccc1-c1cc2c(O)n(CCN3CCN(c4ccccc4Cl)CC3)c(O)nc-2n1,6.20308
COc1ccccc1C(c1ccccc1)N1CCN(CCCCNC(=O)c2cc3ccccc3s2)CC1,6.20343
O=C(NCCCCN1CCN(C(c2ccccc2)c2ccccc2)CC1)c1cccs1,6.21
CCCN(CCC1(O)CC(NC(=O)c2ccc3ccccc3c2)C1)C1CC1c1ccc(Cl)cc1,6.21
c1ccc(C(c2ccccc2)N2CCN(CCCCc3cc(-c4cccs4)no3)CC2)cc1,6.21
CC=S(O)(O)=Nc1cccc2c1CCC1C2c2cc(O)c(Cl)cc2CCN1C,6.21
CN1CCc2cc(Cl)c(O)cc2C2c3cccc(-c4cccc([N+](=O)[O-])c4)c3CCC21,6.21
Cc1ccc(C2CCN(Cc3ccc4c(c3)OCC(=O)N4)CC2)cc1C,6.21
CC1Cc2ccccc2N1C(=O)CN1CCN(Cc2cccc(OC(F)(F)F)c2)CC1,6.21
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCc3ccccc3)c3ccccc32)CC1,6.21
CCCN(C(C)C)C1CCc2cccc(O)c2C1C,6.21
COc1ccccc1C(c1ccccc1OC)N1CCN(CCCCNC(=O)c2cc3ccccc3s2)CC1,6.21
N#CCCCN(CCCN1CCN(c2ccccc2)CC1)C1CCc2ccc(O)cc2C1,6.21
C(COCC1CCN(Cc2ccccc2)CC1)=C(c1ccccc1)c1ccccc1,6.21
CC(C)Oc1cccnc1N(C)C1CCN(Cc2ccccc2)CC1,6.21
CN1CN(c2ccccc2)C2(CCN(CCCCOc3ccc4c(c3)NC(=O)CC4)CC2)C1=O,6.21396
CC(C)C(=O)Nc1cccc(C2CCN(CCCC(=O)c3ccc(Cl)cc3)CC2)c1,6.21467
Cn1c(=O)ccn(CCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)c1=O,6.21467
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3cc(Cl)cc(Cl)c3)c3ccccc32)CC1,6.22
O=C(NCCCN1CCN(c2ccccc2)CC1)C1c2ccccc2-c2ccccc21,6.22
CCCN1CCc2cccc3c2C1Cc1cccc(OCCCn2cc(CCN4CCN(c5ccccc5OC)CC4)nn2)c1-3,6.22
O=C1c2ccccc2CCC1C1CCN(CCc2ccccc2)CC1,6.22
O=C(CN1CCN(Cc2ccc(Cl)cc2)CC1)N1CCc2ccc(Cl)cc21,6.22
O=S(=O)(c1cccc2ccccc12)c1nn(Cc2ccccc2)c2ccc(N3CCNCC3)cc12,6.22
CCCN1CCCC(c2cccc(OC)c2)C1,6.22
N#Cc1ccccc1N1CCN(CNC(=O)c2ccc(Cl)cc2)CC1,6.22
CC(C)(C)c1nc(N2CCN(CCCCn3cc(F)c(=O)[nH]c3=O)CC2)cc(C(F)(F)F)n1,6.2204
C1=CN(Cc2ccccc2)CCC1c1nc2ccccc2s1,6.22185
O=C1CCc2cccnc2N1CCCN1CCC(n2c(O)nc3ccccc32)CC1,6.22185
O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(-c2ccccc2)cc1,6.22185
c1ccc2c(c1)CCN(Cc1cc3cccnc3[nH]1)C2,6.22185
O=C1c2ccccc2C(=O)N1CCCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,6.2233
Fc1ccccc1N1CCN(CCCCc2cc(C=Cc3ccccc3)no2)CC1,6.23
FCCOc1cccc(CN2CCN(c3ccc(Cl)cc3)CC2)c1,6.23
Clc1ccc2nc(C3=CCN(Cc4ccccc4)CC3)[nH]c2c1,6.23
O=C(NCCCCN1CCN(C(c2ccccc2)c2ccccc2)CC1)c1cc2ccccc2s1,6.23
CCCN(CCC)C1COc2c(cccc2-c2ccccc2)C1,6.23
CN1CCc2cc(Cl)c(O)cc2C2c3cccc(-c4cccc(C#N)c4)c3CCC21,6.23
OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2Cc1c[nH]c2ncccc12,6.23062
COc1ccc(Cl)cc1S(=O)(=O)NC1CCC(N2CCN(c3ccccc3OCC3CC3)CC2)CC1,6.23062
O=C(NCCCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1)c1ccc2ccccc2c1,6.23136
Cc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4o3)CC2)c1,6.23359
Nc1nc2cc3c(cc2s1)CCN(Cc1cnc[nH]1)CC3,6.24
COc1ccc2c(c1)CCC1(CCN(CCc3ccc(F)cc3F)CC1)O2,6.24
COc1c(-c2ccco2)ccc2c1-c1cccc3c1C(C2)N(C)CC3,6.24
CC(CN1CCN(c2cc(F)c(F)cc2F)CC1)N1C(=O)CC2(CCCC2)CC1=O,6.24
COc1ccc(CCC(=O)NN2c3ccc(Cl)cc3N=C(N3CCN(C)CC3)c3ccccc32)cc1Cl,6.24
Clc1ccc(-c2cc(C3CCN(Cc4cccc(Cl)c4)CC3)[nH]n2)cc1,6.24
CCCN1CCN(c2ccccc2S(C)(=O)=O)CC1,6.24
Cc1ccc(C2CCN(Cc3ccc4c(c3)NC(=O)CO4)CC2)cc1C,6.24
C#Cc1c[nH]c(CN2CCN(c3ccccc3)CC2)c1,6.24
Clc1ccc2c(c1)C(N1CCN(C3CCCCC3)CC1)=Nc1cccnc1N2,6.24
O=C1c2ccccc2CCC1C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,6.24
CCCN1CCC(c2cc3ccccc3s2)CC1,6.24109
COc1ccccc1N1CCN(Cc2cnc3cc(C)nc(C)n23)CC1,6.24413
CCCN1CCN2c3cccc4[nH]cc(c34)CC2C1,6.24413
COc1cccc(CCCN2CCN(Cc3cc4ccccc4o3)CC2)c1,6.25
CSc1ccc(C2(O)CC3CCC(C2)N3Cc2c[nH]c3ccccc23)cc1,6.25
Clc1ccc(-c2cc(C3CCN(CCCc4ccccc4)CC3)[nH]n2)cc1,6.25
CN1CCc2cc(Cl)c(O)cc2C2c3cccc(NC(=O)Nc4c(Cl)cccc4Cl)c3CCC21,6.25
Oc1ccc(OCCNCCCOc2ccccc2)cc1,6.25
CN1CCC(C2=Cc3cc(Cl)ccc3Cc3ccccc32)CC1,6.25
Cc1cccn2cc(-c3ccc(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc3)nc12,6.25
CN(C)CCCNC(=O)c1ccc2c(c1)N(C)C(=O)c1ccccc1S2=O,6.25181
O=S(=O)(NCC1CCN(CCOc2cccc(F)c2)CC1)c1cccc(Cl)c1,6.25181
O=C1c2ccccc2C(=O)N1CCCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,6.25259
O=C1NCN(c2ccccc2)C12CCN(Cc1ccc3c(c1)OCO3)CC2,6.25414
CC(CO)NC(=O)C1=CC2c3cccc4[nH]cc(c34)CC2N(C)C1,6.25806
CC(C)(C)OC(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1,6.26
OC1(c2ccc(Cl)cc2)CCN(Cc2n[nH]c3ccccc23)CC1,6.26
C(#Cc1c[nH]c(CN2CCN(c3ccccc3)CC2)c1)c1ccccc1,6.26
N#Cc1ccc(CCOC(=O)NC2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,6.26
CCCN(CCC)C1CCc2c(OS(=O)(=O)C(F)(F)F)cccc2C1C,6.26
c1ccc(CCCOCC2CCN(Cc3ccccc3)CC2)cc1,6.26
Brc1cccc(N2CCN(Cc3cc4ccccn4n3)CC2)n1,6.26
Cc1sc(C)c2c1CCCc1cnn(C(C)C)c1-2,6.26
COc1ccc(-c2cccc3c2CCC2C3c3cc(O)c(Cl)cc3CCN2C)cc1,6.26
COc1ccc2[nH]cc(CN3C4CCC3CC(O)(c3ccc(SC)cc3)C4)c2c1,6.26
CN1CCc2cc(Cl)c(O)cc2C(c2ccc(CN(Cc3ccccc3)c3ccc(F)cc3F)cc2)C1,6.26
O=C1C(c2ccccc2)=COC12CCN(CCc1ccccc1)CC2,6.26
COC(=O)c1ccc(C=S(O)c2nc3ccccc3n2Cc2ccc(Cl)cc2)cc1,6.26
COc1cccc2c1-c1cccc3c1C(C2)N(C)CC3,6.26
CSc1ccc(CSc2nc3ccccc3n2Cc2ccc(Cl)cc2)cc1,6.26
OC1(c2ccc(Cl)cc2)CCN(Cc2[nH]nc3ccccc23)CC1,6.26122
OC1(c2cccc(Cl)c2Cl)CC2CCC(C1)N2Cc1c[nH]c2ccccc12,6.2636
COc1ccc2c(c1)CCC(C1CCN(Cc3ccccc3)CC1)C2=O,6.27
COc1cc(N)c(Cl)cc1C(=O)NCC1CCN(Cc2ccccc2)C1,6.27
CN1CCc2ccc3c(=O)oc4cccc5c4c3c2C1C5,6.27
